"id","nome","tipo","estado"
1855,"Prefeitura Municipal de Santa Inês - BA",1,5
1856,"Prefeitura Municipal de Santa Inês - MA",1,10
1857,"Prefeitura Municipal de Santa Inês - PB",1,15
1858,"Prefeitura Municipal de Santa Isabel do Pará - PA",1,14
1859,"Prefeitura Municipal de Santa Isabel do Rio Negro - AM",1,4
1860,"Prefeitura Municipal de Santa Leopoldina - ES",1,8
1861,"Prefeitura Municipal de Santa Luzia - BA",1,5
1862,"Prefeitura Municipal de Santa Luzia - MA",1,10
1863,"Prefeitura Municipal de Santa Luzia - MG",1,13
1864,"Prefeitura Municipal de Santa Luzia - PB",1,15
1865,"Prefeitura Municipal de Santa Luzia do Norte - AL",1,2
1866,"Prefeitura Municipal de Santa Luzia do Pará - PA",1,14
1867,"Prefeitura Municipal de Santa Luzia do Paruá - MA",1,10
1868,"Prefeitura Municipal de Santa Luzia D'oeste - RO",1,22
1869,"Prefeitura Municipal de Santa Maria - RN",1,20
1870,"Prefeitura Municipal de Santa Maria da Boa Vista - PE",1,17
1871,"Prefeitura Municipal de Santa Maria das Barreiras - PA",1,14
1872,"Prefeitura Municipal de Santa Maria do Salto - MG",1,13
1873,"Prefeitura Municipal de Santa Maria do Suaçuí - MG",1,13
1874,"Prefeitura Municipal de Santa Maria do Tocantins - TO",1,27
1875,"Prefeitura Municipal de Santa Quitéria - CE",1,6
1876,"Prefeitura Municipal de Santa Quitéria do Maranhão - MA",1,10
1877,"Prefeitura Municipal de Santa Rita - MA",1,10
1878,"Prefeitura Municipal de Santa Rita - PB",1,15
1879,"Prefeitura Municipal de Santa Rita do Itueto - MG",1,13
1880,"Prefeitura Municipal de Santa Rosa de Goiás - GO",1,9
1881,"Prefeitura Municipal de Santa Teresinha - PB",1,15
1882,"Prefeitura Municipal de Santa Terezinha - MT",1,11
1883,"Prefeitura Municipal de Santa Terezinha - PE",1,17
1884,"Prefeitura Municipal de Santa Vitória do Palmar - RS",1,21
1885,"Prefeitura Municipal de Santaluz - BA",1,5
1886,"Prefeitura Municipal de Santana - AP",1,3
1887,"Prefeitura Municipal de Santana de Mangueira - PB",1,15
1888,"Prefeitura Municipal de Santana do Acaraú - CE",1,6
1889,"Prefeitura Municipal de Santana do Araguaia - PA",1,14
1890,"Prefeitura Municipal de Santana do Livramento - RS",1,21
1891,"Prefeitura Municipal de Santana do Maranhão - MA",1,10
1892,"Prefeitura Municipal de Santana do Matos - RN",1,20
1893,"Prefeitura Municipal de Santana dos Garrotes - PB",1,15
1894,"Prefeitura Municipal de Santarém Novo - PA",1,14
1895,"Prefeitura Municipal de Santo Amaro - BA",1,5
1896,"Prefeitura Municipal de Santo Amaro do Maranhão - MA",1,10
1897,"Prefeitura Municipal de Santo Ângelo - RS",1,21
1898,"Prefeitura Municipal de Santo Antônio - RN",1,20
1899,"Prefeitura Municipal de Santo Antônio da Barra - GO",1,9
1900,"Prefeitura Municipal de Santo Antônio de Lisboa - PI",1,18
1901,"Prefeitura Municipal de Santo Antônio do Descoberto - GO",1,9
1902,"Prefeitura Municipal de Santo Antônio do Içá - AM",1,4
1903,"Prefeitura Municipal de Santo Antônio do Jacinto - MG",1,13
1904,"Prefeitura Municipal de Santo Antônio do Leverger - MT",1,11
1905,"Prefeitura Municipal de Santo Antônio do Tauá - PA",1,14
1906,"Prefeitura Municipal de Santo Antônio dos Lopes - MA",1,10
1907,"Prefeitura Municipal de Santo Expedito - SP",1,25
1908,"Prefeitura Municipal de Santo Hipólito - MG",1,13
1909,"Prefeitura Municipal de Santo Inácio do Piauí - PI",1,18
1910,"Prefeitura Municipal de Santos Dumont - MG",1,13
1911,"Prefeitura Municipal de São Benedito - CE",1,6
1912,"Prefeitura Municipal de São Benedito do Rio Preto - MA",1,10
1913,"Prefeitura Municipal de São Benedito do Sul - PE",1,17
1914,"Prefeitura Municipal de São Bentinho-PB",1,15
1915,"Prefeitura Municipal de São Bento - MA",1,10
1916,"Prefeitura Municipal de São Bento - PB",1,15
1917,"Prefeitura Municipal de São Bento Abade - MG",1,13
1918,"Prefeitura Municipal de São Bento do Tocantins - TO",1,27
1919,"Prefeitura Municipal de São Bento do Trairí - RN",1,20
1920,"Prefeitura Municipal de São Brás - AL",1,2
1921,"Prefeitura Municipal de São Braz do Piauí - PI",1,18
1922,"Prefeitura Municipal de São Caetano - Pe",1,17
1923,"Prefeitura Municipal de São Caetano de Odivelas - PA",1,14
1924,"Prefeitura Municipal de São Cristóvão - SE",1,26
1925,"Prefeitura Municipal de São Desidério - BA",1,5
1926,"Prefeitura Municipal de São Domingos do Araguaia - PA",1,14
1927,"Prefeitura Municipal de São Domingos do Azeitão - MA",1,10
1928,"Prefeitura Municipal de São Domingos do Capim - PA",1,14
1929,"Prefeitura Municipal de São Domingos do Maranhão - MA",1,10
1930,"Prefeitura Municipal de São Domingos do Prata - MG",1,13
1931,"Prefeitura Municipal de São Domingos-PB",1,15
1932,"Prefeitura Municipal de São Félix de Minas - MG",1,13
1933,"Prefeitura Municipal de São Félix do Araguaia - MT",1,11
1934,"Prefeitura Municipal de São Félix do Coribe - BA",1,5
1935,"Prefeitura Municipal de São Félix do Xingu - PA",1,14
1936,"Prefeitura Municipal de São Francisco de Assis do Piauí - PI",1,18
1937,"Prefeitura Municipal de São Francisco do Maranhão - MA",1,10
1938,"Prefeitura Municipal de São Francisco do Oeste - RN",1,20
1939,"Prefeitura Municipal de São Francisco do Piauí - PI",1,18
1940,"Prefeitura Municipal de São Gabriel - RS",1,21
1941,"Prefeitura Municipal de São Gabriel da Cachoeira - AM",1,4
1942,"Prefeitura Municipal de São Geraldo do Araguaia - PA",1,14
1943,"Prefeitura Municipal de São Geraldo do Baixio - MG",1,13
1944,"Prefeitura Municipal de São Gonçalo - RJ",1,19
1945,"Prefeitura Municipal de São Gonçalo do Amarante - CE",1,6
1946,"Prefeitura Municipal de São Gonçalo do Gurguéia - PI",1,18
1947,"Prefeitura Municipal de São Gonçalo do Piauí - PI",1,18
1948,"Prefeitura Municipal de São Gonçalo dos Campos - BA",1,5
1949,"Prefeitura Municipal de São João - PE",1,17
1950,"Prefeitura Municipal de São João Batista - MA",1,10
1951,"Prefeitura Municipal de São João Batista - SC",1,24
1952,"Prefeitura Municipal de São João da Baliza - RR",1,23
1953,"Prefeitura Municipal de São João da Ponta - PA",1,14
1954,"Prefeitura Municipal de São João da Serra - PI",1,18
1955,"Prefeitura Municipal de São João da Urtiga - RS",1,21
1956,"Prefeitura Municipal de São João das Duas Pontes - SP",1,25
1957,"Prefeitura Municipal de São João de Iracema - SP",1,25
1958,"Prefeitura Municipal de São João de Meriti - RJ",1,19
1959,"Prefeitura Municipal de São João de Pirabas - PA",1,14
1960,"Prefeitura Municipal de São João Del Rei - MG",1,13
1961,"Prefeitura Municipal de São João do Araguaia - PA",1,14
1962,"Prefeitura Municipal de São João do Cariri - PB",1,15
1963,"Prefeitura Municipal de São João do Carú - MA",1,10
1964,"Prefeitura Municipal de São João do Jaguaribe - CE",1,6
1965,"Prefeitura Municipal de São João do Manhuaçu - MG",1,13
1966,"Prefeitura Municipal de São João do Oriente - MG",1,13
1967,"Prefeitura Municipal de São João do Pacuí - MG",1,13
1968,"Prefeitura Municipal de São João do Paraíso - MA",1,10
1969,"Prefeitura Municipal de São João do Paraíso - MG",1,13
1970,"Prefeitura Municipal de São João do Piauí - PI",1,18
1971,"Prefeitura Municipal de São João do Rio do Peixe - PB",1,15
1972,"Prefeitura Municipal de São João do Soter - MA",1,10
1973,"Prefeitura Municipal de São João do Tigre - PB",1,15
1974,"Prefeitura Municipal de São João dos Patos - MA",1,10
1975,"Prefeitura Municipal de São Joaquim do Monte - PE",1,17
1976,"Prefeitura Municipal de São José - SC",1,24
1977,"Prefeitura Municipal de São José da Coroa Grande - PE",1,17
1978,"Prefeitura Municipal de São José da Lagoa Tapada - PB",1,15
1979,"Prefeitura Municipal de São José da Laje - AL",1,2
1980,"Prefeitura Municipal de São José da Safira - MG",1,13
1981,"Prefeitura Municipal de São José da Tapera - AL",1,2
1982,"Prefeitura Municipal de São José da Varginha - MG",1,13
1983,"Prefeitura Municipal de São José de Caiana - PB",1,15
1984,"Prefeitura Municipal de São José de Piranhas - PB",1,15
1985,"Prefeitura Municipal de São José de Ribamar - MA",1,10
1986,"Prefeitura Municipal de São José do Barreiro - SP",1,25
1987,"Prefeitura Municipal de São José do Campestre - RN",1,20
1988,"Prefeitura Municipal de São José do Egito - PE",1,17
1989,"Prefeitura Municipal de São José do Jacuípe - BA",1,5
1990,"Prefeitura Municipal de São José do Piauí - PI",1,18
1991,"Prefeitura Municipal de São José do Sabugi - PB",1,15
1992,"Prefeitura Municipal de São José do Vale do Rio Preto - RJ",1,19
1993,"Prefeitura Municipal de São José do Xingu - MT",1,11
1994,"Prefeitura Municipal de São José dos Basílios - MA",1,10
1995,"Prefeitura Municipal de São José dos Ramos - PB",1,15
1996,"Prefeitura Municipal de São Lourenço da Mata - PE",1,17
1997,"Prefeitura Municipal de São Lourenço do Piauí - PI",1,18
1998,"Prefeitura Municipal de São Lourenço do Sul - RS",1,21
1999,"Prefeitura Municipal de São Luís - MA",1,10
2000,"Prefeitura Municipal de São Luís do Paraitinga - SP",1,25
2001,"Prefeitura Municipal de São Luís do Quitunde - AL",1,2
2002,"Prefeitura Municipal de São Luís Gonzaga do Maranhão - MA",1,10
2003,"Prefeitura Municipal de São Luíz do Norte - GO",1,9
2004,"Prefeitura Municipal de São Miguel - RN",1,20
2005,"Prefeitura Municipal de São Miguel do Guamá - PA",1,14
2006,"Prefeitura Municipal de São Miguel do Iguaçu - PR",1,16
2007,"Prefeitura Municipal de São Miguel do Tocantins - TO",1,27
2008,"Prefeitura Municipal de São Miguel dos Milagres - AL",1,2
2009,"Prefeitura Municipal de São Patrício - GO",1,9
2010,"Prefeitura Municipal de São Paulo de Olivença - AM",1,4
2011,"Prefeitura Municipal de São Pedro da Água Branca - MA",1,10
2012,"Prefeitura Municipal de São Pedro da Cipa - MT",1,11
2013,"Prefeitura Municipal de São Pedro do Suaçuí - MG",1,13
2014,"Prefeitura Municipal de São Pedro do Turvo - SP",1,25
2015,"Prefeitura Municipal de São Pedro dos Crentes - MA",1,10
2016,"Prefeitura Municipal de São Raimundo do Doca Bezerra - MA",1,10
2017,"Prefeitura Municipal de São Raimundo Nonato - PI",1,18
2018,"Prefeitura Municipal de São Roberto - MA",1,10
2019,"Prefeitura Municipal de São Romão - MG",1,13
2020,"Prefeitura Municipal de São Sebastião - SP",1,25
2021,"Prefeitura Municipal de São Sebastião da Boa Vista - PA",1,14
2022,"Prefeitura Municipal de São Sebastião do Rio Verde - MG",1,13
2023,"Prefeitura Municipal de São Sebastião do Tocantins - TO",1,27
2024,"Prefeitura Municipal de São Sebastião do Uatumã - AM",1,4
2025,"Prefeitura Municipal de São Sebastião do Umbuzeiro - PB",1,15
2026,"Prefeitura Municipal de São Simão - GO",1,9
2027,"Prefeitura Municipal de São Tomé - RN",1,20
2028,"Prefeitura Municipal de São Vicente - SP",1,25
2029,"Prefeitura Municipal de São Vicente Ferrer - MA",1,10
2030,"Prefeitura Municipal de São Vicente Ferrer - PE",1,17
2031,"Prefeitura Municipal de Sapé - PB",1,15
2032,"Prefeitura Municipal de Sapucaia - RJ",1,19
2033,"Prefeitura Municipal de Sarandi - RS",1,21
2034,"Prefeitura Municipal de Sarapuí - SP",1,25
2035,"Prefeitura Municipal de Sardoá - MG",1,13
2036,"Prefeitura Municipal de Satuba - AL",1,2
2037,"Prefeitura Municipal de Satubinha - MA",1,10
2038,"Prefeitura Municipal de Saúde - BA",1,5
2039,"Prefeitura Municipal de Seabra - BA",1,5
2040,"Prefeitura Municipal de Sebastianópolis do Sul - SP",1,25
2041,"Prefeitura Municipal de Sebastião Barros - PI",1,18
2042,"Prefeitura Municipal de Selvíria - MS",1,12
2043,"Prefeitura Municipal de Sena Madureira - AC",1,1
2044,"Prefeitura Municipal de Senador Elói de Souza - RN",1,20
2045,"Prefeitura Municipal de Senador Georgino Avelino - RN",1,20
2046,"Prefeitura Municipal de Senador José Porfírio - PA",1,14
2047,"Prefeitura Municipal de Senador La Rocque - MA",1,10
2048,"Prefeitura Municipal de Senador Pompeu - CE",1,6
2049,"Prefeitura Municipal de Senador Rui Palmeira - AL",1,2
2050,"Prefeitura Municipal de Senador Sá - CE",1,6
2051,"Prefeitura Municipal de Senhor do Bonfim - BA",1,5
2052,"Prefeitura Municipal de Sento Sé - BA",1,5
2053,"Prefeitura Municipal de Serra Branca - PB",1,15
2054,"Prefeitura Municipal de Serra Caiada Ou de Presidente Juscelino - RN",1,20
2055,"Prefeitura Municipal de Serra de São Bento - RN",1,20
2056,"Prefeitura Municipal de Serra Grande - PB",1,15
2057,"Prefeitura Municipal de Serrana - SP",1,25
2058,"Prefeitura Municipal de Serrano do Maranhão - MA",1,10
2059,"Prefeitura Municipal de Serraria - PB",1,15
2060,"Prefeitura Municipal de Serrinha - BA",1,5
2061,"Prefeitura Municipal de Serrinha - RN",1,20
2062,"Prefeitura Municipal de Serrinha dos Pintos - RN",1,20
2063,"Prefeitura Municipal de Serrolândia - BA",1,5
2064,"Prefeitura Municipal de Sertânia - PE",1,17
2065,"Prefeitura Municipal de Sertãozinho - PB",1,15
2066,"Prefeitura Municipal de Severiano Melo - RN",1,20
2067,"Prefeitura Municipal de Sidrolândia - MS",1,12
2068,"Prefeitura Municipal de Sigefredo Pacheco - PI",1,18
2069,"Prefeitura Municipal de Silva Jardim - RJ",1,19
2070,"Prefeitura Municipal de Silvânia - GO",1,9
2071,"Prefeitura Municipal de Silvanópolis - TO",1,27
2072,"Prefeitura Municipal de Simão Dias - SE",1,26
2073,"Prefeitura Municipal de Simões - PI",1,18
2074,"Prefeitura Municipal de Simões Filho - BA",1,5
2075,"Prefeitura Municipal de Simplício Mendes - PI",1,18
2076,"Prefeitura Municipal de Sirinhaém - PE",1,17
2077,"Prefeitura Municipal de Sítio D'abadia - GO",1,9
2078,"Prefeitura Municipal de Sítio do Quinto - BA",1,5
2079,"Prefeitura Municipal de Sítio Novo - MA",1,10
2080,"Prefeitura Municipal de Sítio Novo do Tocantins - TO",1,27
2081,"Prefeitura Municipal de Sobradinho - BA",1,5
2082,"Prefeitura Municipal de Sobrado - PB",1,15
2083,"Prefeitura Municipal de Sobral - CE",1,6
2084,"Prefeitura Municipal de Socorro do Piauí - PI",1,18
2085,"Prefeitura Municipal de Solânea - PB",1,15
2086,"Prefeitura Municipal de Solidão - PE",1,17
2087,"Prefeitura Municipal de Solonópole - CE",1,6
2088,"Prefeitura Municipal de Sorriso - MT",1,11
2089,"Prefeitura Municipal de Sossêgo - PB",1,15
2090,"Prefeitura Municipal de Soure - PA",1,14
2091,"Prefeitura Municipal de Sousa - PB",1,15
2092,"Prefeitura Municipal de Souto Soares - BA",1,5
2093,"Prefeitura Municipal de Sucupira do Riachão - MA",1,10
2094,"Prefeitura Municipal de Sumé - PB",1,15
2095,"Prefeitura Municipal de Surubim - PE",1,17
2096,"Prefeitura Municipal de Tabatinga - AM",1,4
2097,"Prefeitura Municipal de Tabira - PE",1,17
2098,"Prefeitura Municipal de Taboão da Serra - SP",1,25
2099,"Prefeitura Municipal de Tacaimbó - PE",1,17
2100,"Prefeitura Municipal de Tacaratu - PE",1,17
2101,"Prefeitura Municipal de Tacima - PB",1,15
2102,"Prefeitura Municipal de Tacuru - MS",1,12
2103,"Prefeitura Municipal de Taguatinga - TO",1,27
2104,"Prefeitura Municipal de Tailândia - PA",1,14
2105,"Prefeitura Municipal de Taipu - RN",1,20
2106,"Prefeitura Municipal de Talismã - TO",1,27
2107,"Prefeitura Municipal de Tamandaré - PE",1,17
2108,"Prefeitura Municipal de Tamboril - CE",1,6
2109,"Prefeitura Municipal de Tamboril do Piauí - PI",1,18
2110,"Prefeitura Municipal de Tanabi - SP",1,25
2111,"Prefeitura Municipal de Tangará - RN",1,20
2112,"Prefeitura Municipal de Tanguá - RJ",1,19
2113,"Prefeitura Municipal de Tanhaçu - BA",1,5
2114,"Prefeitura Municipal de Tanque D'arca - AL",1,2
2115,"Prefeitura Municipal de Tanque do Piauí - PI",1,18
2116,"Prefeitura Municipal de Taperoá - BA",1,5
2117,"Prefeitura Municipal de Taperoá - PB",1,15
2118,"Prefeitura Municipal de Tapira - MG",1,13
2119,"Prefeitura Municipal de Tapurah - MT",1,11
2120,"Prefeitura Municipal de Taquaral de Goiás - GO",1,9
2121,"Prefeitura Municipal de Taquari - RS",1,21
2122,"Prefeitura Municipal de Tarauacá - AC",1,1
2123,"Prefeitura Municipal de Tarrafas - CE",1,6
2124,"Prefeitura Municipal de Tartarugalzinho - AP",1,3
2125,"Prefeitura Municipal de Tarumirim - MG",1,13
2126,"Prefeitura Municipal de Tatuí - SP",1,25
2127,"Prefeitura Municipal de Tauá - CE",1,6
2128,"Prefeitura Municipal de Tavares - PB",1,15
2129,"Prefeitura Municipal de Tefé - AM",1,4
2130,"Prefeitura Municipal de Teixeira - PB",1,15
2131,"Prefeitura Municipal de Teixeiras - MG",1,13
2132,"Prefeitura Municipal de Telha - SE",1,26
2133,"Prefeitura Municipal de Tenente Laurentino Cruz - RN",1,20
2134,"Prefeitura Municipal de Tenório - PB",1,15
2135,"Prefeitura Municipal de Teodoro Sampaio - BA",1,5
2136,"Prefeitura Municipal de Teolândia - BA",1,5
2137,"Prefeitura Municipal de Teotônio Vilela - AL",1,2
2138,"Prefeitura Municipal de Teresópolis de Goiás - GO",1,9
2139,"Prefeitura Municipal de Terezinha - PE",1,17
2140,"Prefeitura Municipal de Terra Alta - PA",1,14
2141,"Prefeitura Municipal de Terra Nova - BA",1,5
2142,"Prefeitura Municipal de Terra Nova do Norte - MT",1,11
2143,"Prefeitura Municipal de Terra Roxa - PR",1,16
2144,"Prefeitura Municipal de Terra Santa - PA",1,14
2145,"Prefeitura Municipal de Teutônia - RS",1,21
2146,"Prefeitura Municipal de Tianguá - CE",1,6
2147,"Prefeitura Municipal de Tibau - RN",1,20
2148,"Prefeitura Municipal de Timbaúba - PE",1,17
2149,"Prefeitura Municipal de Timbiras - MA",1,10
2150,"Prefeitura Municipal de Timon - MA",1,10
2151,"Prefeitura Municipal de Tocantinópolis - TO",1,27
2152,"Prefeitura Municipal de Tomar do Geru - SE",1,26
2153,"Prefeitura Municipal de Tombos - MG",1,13
2154,"Prefeitura Municipal de Tomé-Açu - PA",1,14
2155,"Prefeitura Municipal de Tonantins - AM",1,4
2156,"Prefeitura Municipal de Toritama - PE",1,17
2157,"Prefeitura Municipal de Torixoréu - MT",1,11
2158,"Prefeitura Municipal de Torres - RS",1,21
2159,"Prefeitura Municipal de Touros - RN",1,20
2160,"Prefeitura Municipal de Tracuateua - PA",1,14
2161,"Prefeitura Municipal de Tracunhaém - PE",1,17
2162,"Prefeitura Municipal de Traipu - AL",1,2
2163,"Prefeitura Municipal de Trairão - PA",1,14
2164,"Prefeitura Municipal de Trairi - CE",1,6
2165,"Prefeitura Municipal de Tremedal - BA",1,5
2166,"Prefeitura Municipal de Trindade - GO",1,9
2167,"Prefeitura Municipal de Trindade - PE",1,17
2168,"Prefeitura Municipal de Triunfo - PB",1,15
2169,"Prefeitura Municipal de Triunfo - PE",1,17
2170,"Prefeitura Municipal de Trizidela do Vale - MA",1,10
2171,"Prefeitura Municipal de Tucano - BA",1,5
2172,"Prefeitura Municipal de Tucumã - PA",1,14
2173,"Prefeitura Municipal de Tucunduva - RS",1,21
2174,"Prefeitura Municipal de Tucuruí - PA",1,14
2175,"Prefeitura Municipal de Tufilândia - MA",1,10
2176,"Prefeitura Municipal de Tumiritinga - MG",1,13
2177,"Prefeitura Municipal de Tupã - SP",1,25
2178,"Prefeitura Municipal de Tupaciguara - MG",1,13
2179,"Prefeitura Municipal de Tupanatinga - PE",1,17
2180,"Prefeitura Municipal de Tuparetama - PE",1,17
2181,"Prefeitura Municipal de Turiaçu - MA",1,10
2182,"Prefeitura Municipal de Turilândia - MA",1,10
2183,"Prefeitura Municipal de Turiúba - SP",1,25
2184,"Prefeitura Municipal de Turuçu - RS",1,21
2185,"Prefeitura Municipal de Tutóia - MA",1,10
2186,"Prefeitura Municipal de Uarini - AM",1,4
2187,"Prefeitura Municipal de Uauá - BA",1,5
2188,"Prefeitura Municipal de Ubajara - CE",1,6
2189,"Prefeitura Municipal de Ubarana - SP",1,25
2190,"Prefeitura Municipal de Ubatã - BA",1,5
2191,"Prefeitura Municipal de Ubirajara - SP",1,25
2192,"Prefeitura Municipal de Uibaí - BA",1,5
2193,"Prefeitura Municipal de Uiramutã - RR",1,23
2194,"Prefeitura Municipal de Umari - CE",1,6
2195,"Prefeitura Municipal de Umbaúba - SE",1,26
2196,"Prefeitura Municipal de Umbuzeiro - PB",1,15
2197,"Prefeitura Municipal de Umirim - CE",1,6
2198,"Prefeitura Municipal de Umuarama - PR",1,16
2199,"Prefeitura Municipal de União - PI",1,18
2200,"Prefeitura Municipal de União do Sul - MT",1,11
2201,"Prefeitura Municipal de União dos Palmares - AL",1,2
2202,"Prefeitura Municipal de Upanema - RN",1,20
2203,"Prefeitura Municipal de Uraí - PR",1,16
2204,"Prefeitura Municipal de Urbano Santos - MA",1,10
2205,"Prefeitura Municipal de Uru - SP",1,25
2206,"Prefeitura Municipal de Uruaçu - GO",1,9
2207,"Prefeitura Municipal de Uruará - PA",1,14
2208,"Prefeitura Municipal de Uruburetama - CE",1,6
2209,"Prefeitura Municipal de Urucará - AM",1,4
2210,"Prefeitura Municipal de Uruçuca - BA",1,5
2211,"Prefeitura Municipal de Uruçuí - PI",1,18
2212,"Prefeitura Municipal de Urucurituba - AM",1,4
2213,"Prefeitura Municipal de Uruguaiana - RS",1,21
2214,"Prefeitura Municipal de Urussanga - SC",1,24
2215,"Prefeitura Municipal de Vale de São Domingos-MT",1,11
2216,"Prefeitura Municipal de Vale do Anari - RO",1,22
2217,"Prefeitura Municipal de Valentim Gentil - SP",1,25
2218,"Prefeitura Municipal de Vargem - SP",1,25
2219,"Prefeitura Municipal de Vargem Alegre - MG",1,13
2220,"Prefeitura Municipal de Vargem Grande - MA",1,10
2221,"Prefeitura Municipal de Vargem Grande do Sul - SP",1,25
2222,"Prefeitura Municipal de Várzea - PB",1,15
2223,"Prefeitura Municipal de Várzea Alegre - CE",1,6
2224,"Prefeitura Municipal de Várzea Branca - PI",1,18
2225,"Prefeitura Municipal de Várzea da Palma - MG",1,13
2226,"Prefeitura Municipal de Várzea da Roça - BA",1,5
2227,"Prefeitura Municipal de Várzea Grande - MT",1,11
2228,"Prefeitura Municipal de Varzedo - BA",1,5
2229,"Prefeitura Municipal de Vassouras - RJ",1,19
2230,"Prefeitura Municipal de Vazante - MG",1,13
2231,"Prefeitura Municipal de Venâncio Aires - RS",1,21
2232,"Prefeitura Municipal de Vera Cruz - BA",1,5
2233,"Prefeitura Municipal de Vera Mendes - PI",1,18
2234,"Prefeitura Municipal de Vereda - BA",1,5
2235,"Prefeitura Municipal de Vertentes - PE",1,17
2236,"Prefeitura Municipal de Viana - ES",1,8
2237,"Prefeitura Municipal de Viana - MA",1,10
2238,"Prefeitura Municipal de Vicente Dutra - RS",1,21
2239,"Prefeitura Municipal de Vigia - PA",1,14
2240,"Prefeitura Municipal de Vila Bela Santíssima Trindade - MT",1,11
2241,"Prefeitura Municipal de Vila Boa - GO",1,9
2242,"Prefeitura Municipal de Vila Rica - MT",1,11
2243,"Prefeitura Municipal de Vinhedo - SP",1,25
2244,"Prefeitura Municipal de Virgolândia - MG",1,13
2245,"Prefeitura Municipal de Viseu - PA",1,14
2246,"Prefeitura Municipal de Vista Alegre - RS",1,21
2247,"Prefeitura Municipal de Vista Serrana - PB",1,15
2248,"Prefeitura Municipal de Vitória de Santo Antão - PE",1,17
2249,"Prefeitura Municipal de Vitória do Jari - AP",1,3
2250,"Prefeitura Municipal de Vitória do Mearim - MA",1,10
2251,"Prefeitura Municipal de Vitória do Xingu - PA",1,14
2252,"Prefeitura Municipal de Vitorino Freire - MA",1,10
2253,"Prefeitura Municipal de Wagner - BA",1,5
2254,"Prefeitura Municipal de Wanderlândia - TO",1,27
2255,"Prefeitura Municipal de Wanderley - BA",1,5
2256,"Prefeitura Municipal de Wenceslau Guimarães - BA",1,5
2257,"Prefeitura Municipal de Xambioá - TO",1,27
2258,"Prefeitura Municipal de Xapuri - AC",1,1
2259,"Prefeitura Municipal de Xexéu - PE",1,17
2260,"Prefeitura Municipal de Xinguara - PA",1,14
2261,"Prefeitura Municipal de Zabelê - PB",1,15
2262,"Prefeitura Municipal de Zacarias - SP",1,25
2263,"Prefeitura Municipal de Zé Doca - MA",1,10
2264,"Prefeitura Municipal do Natal - RN",1,20
2265,"PREVIC - Superintendência Nacional de Previdência Complementar",3,NULL
2266,"PRM/MG - Prefeituras Municipais do Estado de Minas Gerais (853 Municípios)",2,13
2267,"PRM/MT - Prefeituras Municipais do Estado de Mato Grosso (139 Municípios)",2,11
2268,"PRO-AGRAR - Instituto de Promocao Agricola e Desenvolvimento Rural",3,NULL
2269,"RFB - Secretaria Especial da Receita Federal do Brasil",3,NULL
2270,"RIOMAR - Fundação Rio Madeira
",3,NULL
2271,"Sain/MF - Secretaria de Assuntos Internacionais",3,NULL
2272,"SCI/CD - Secretaria de Controle Interno/Câmara dos Deputados",3,NULL
2273,"SE/MAPA - Secretaria-Executiva do Ministério da Agricultura, Pecuária e Abastecimento",3,NULL
2274,"SE/MCOM - Secretaria-Executiva do Ministério das Comunicações",3,NULL
2275,"SE/MCTI - Secretaria-Executiva do Ministério da Ciência, Tecnologia e Inovações",3,NULL
2276,"SE/MDA - Secretaria Executiva do Ministério do Desenvolvimento Agrário (extinta)",3,NULL
2277,"SE/MDIC - Secretaria-Executiva do Ministério da Indústria, Comércio Exterior e Serviços (extinta)",3,NULL
2278,"SE/MDSA - Secretaria Executiva do Ministério do Desenvolvimento Social e Agrário (extinta)",3,NULL
2279,"SE/ME - Secretaria Executiva do Ministério do Esporte(extinta)",3,NULL
2280,"SE/MI - Secretaria Executiva do Ministério da Integração Nacional (extinta)",3,NULL
2281,"SE/MinC - Secretaria Executiva do Ministério da Cultura (extinta)",3,NULL
2282,"SE/MJSP - Secretaria-Executiva do Ministério da Justiça e Segurança Pública",3,NULL
2283,"SE/MME - Secretaria-Executiva do Ministério de Minas e Energia",3,NULL
2284,"SE/MT - Secretaria Executiva do Ministério do Trabalho (extinta)",3,NULL
2285,"SEAD/PR - Secretaria Especial de Agricultura Familiar e Desenvolvimento Agrário",3,NULL
2286,"Secretaria de Desenvolvimento Agropecuário e Cooperativismo - Mapa",3,NULL
2287,"Secretaria de Estado da Fazenda de Sergipe",2,26
2288,"Secretaria de Estado de Governo e Gestao Estrategica",2,NULL
2289,"Secretaria de Fazenda do Estado de Alagoas",2,2
2290,"Secretaria de Saneamento e Energia do Estado de Alagoas",2,2
2291,"Secretaria do Gabinete Civil do Estado de Alagoas",2,2
2292,"Secretaria Especial de Direitos Humanos",3,NULL
2293,"Secretaria Especial de Políticas de Promoção da Igualdade Racial",3,NULL
2294,"Secretaria Estadual de Defesa Civil",2,NULL
2295,"Secretaria Municipal de Saude",1,NULL
2296,"Secretaria Municipal de Saude de Esperantina/PI",1,18
2297,"Secretaria Municipal de Saude de Palmeira dos Indios - AL",1,2
2298,"Secretaria Municipal de Saude de Uniao/PI",1,18
2299,"SECULTURA - Secretaria Especial da Cultura",3,NULL
2300,"SEDS - Secretaria Especial do Desenvolvimento Social",3,NULL
2301,"SEE - Secretaria Especial do Esporte",3,NULL
2302,"Sefic - Secretaria de Fomento e Incentivo Fomento À Cultura",3,NULL
2303,"SEINF - Secretaria de Infra-Estrutura do Estado de Tocantins",2,27
