"numero_processo","ano","un_tecnica_responsavel","un_responsavel_agir","relator","assunto","ano_final"
16920153,2015,"SEC-PE Secretaria do TCU no Estado de Pernambuco","SEC-PE Secretaria do TCU no Estado de Pernambuco",11,"TCE instaurada por meio do Processo 54140.0000842/2011-57, em função de dano apurado no âmbito do Convênio n. 9000/2007, que tem como objeto a construção de barragem de terra com 122,48m de comprimento, altura de 8 metros e volume de acumulação de 407.594,04 metros cúbicos, contendo sangradouro com mureta de alvenaria de pedra e piso em concreto",NULL
18620171,2017,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",13,"Recursos transferidos ao Centro de Capacitação, Treinamento e Cultura Terra Verde, pela Portaria 410/2009-Pronac nº 07 9846, do Ministério da Cultura (Proc. 0140020092525/2016-58)",2017
19420158,2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"Tomada de Contas Especial instaurada em razão da execução parcial do Convênio 1299/2002 (Siafi 474318), celebrado entre a Fundação Nacional de Saúde - Funasa e o município de Dirceu Arcoverde/PI, tendo por objeto a implantação de sistemas de abastecimento de água.",NULL
19420166,2016,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",6,"TCE instaurada pelo Ministério dos Transportes, em razão da Impugnação parcial de despesas referente ao convênio DIF/TT nº20/2005, celebrado com a Prefeitura Municipal de Santo Amaro/BA, (Gestão: 2005-2008), (Processo original: 50600.052537/2015-14).",2016
19620169,2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",12,"tomada de contas especial contra a Sra. Mellina Torres Freitas (ex-prefeita do município de Piranhas/AL. Não encaminhamento de documentação exigida para a prestação de contas do Convênio 637/2010 (Siafi 736824) firmado com o Ministério do Turismo. Apoio ao projeto intitulado ""8º Forrogaço""",2021
19720165,2016,"SEC-MA Secretaria do TCU no Estado do Maranhão","SEC-MA Secretaria do TCU no Estado do Maranhão",14,"Tomada de Contas Especial, instaurada pelo Fundo Nacional de Assistência Social (FNAS), em razão de irregularidades no âmbito do Programa de Erradicação do Trabalho Infantil (Peti), exercício de 2005, executado pela Prefeitura de Penalva/MA.",2017
20320165,2016,"SEC-AL Secretaria do TCU no Estado de Alagoas","SEC-AL Secretaria do TCU no Estado de Alagoas",10,"Tomada de contas especial contra o Sr. Jorginaldo Vieira de Meneses (ex-Prefeito do município de Olivença/AL. Omissão no dever de prestar contas dos recursos repassados pelo Termo de Compromisso nº TC/PAC-0085/2011 (Siafi 669979) firmado com a Funasa. ""execução da ação de sistema de esgotamento sanitário-MSD""",2017
20320203,2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"TCE instaurada pelo(a) COMANDO DA 3ª REGIÃO MILITAR em razão de Desfalque, alcance, desvio ou desaparecimento de dinheiro, bens ou valores públicos, Gestão de bens, dinheiros ou valores públicos, REALIZAR AS AÇÕES PARA A COBRANÇA DE DÍVIDA IMPUTADA A SENHORA AURORA PORCIUNCULA PENA , CPF NR XXX.028.320-XX, RESPONSÁVEL PELO DANO AO ERÁRIO, EM RAZÃO DOS SAQUES INDEVIDOS NA CONTA CORRENTE DA FALECIDA PENSIONISTA MILITAR HAYDEE PORCIUNCULA PENA , NO MONTANTE DE R$ 172.250,50 ( CENTO E SETENTA E DOIS MIL, DUZENTOS E CINQUENTA REAIS E CINQUENTA CENTAVOS). (nº da TCE no sistema: 2917/2019).",2022
20720160,2016,"SEC-PR Secretaria do TCU no Estado do Paraná","SEC-PR Secretaria do TCU no Estado do Paraná",7,"Tomada de contas especial em razão da impugnação total das despesas realizadas com os recursos transferidos pelo FNAS/SUAS ao município de Luiziana/PR, no exercício de 2008, no valor original de R$ 100.331,17.",2017
20920201,2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) Secretaria Especial do Desenvolvimento Social em razão de Não comprovação da regular aplicação dos recursos repassados pela União, função null, para atendimento à/ao PSB/PSE - 2012 (nº da TCE no sistema: 1250/2018).",2022
21320152,2015,"SEC-PI Secretaria do TCU no Estado do Piauí","SEC-PI Secretaria do TCU no Estado do Piauí",11,"Contra o Sr. Paulo José da Luz. Motivo: em razão da impugnação parcial de despesas do Convênio n° 1513/2002-FUNASA, celebrado com a Prefeitura Municipal de Santo Antônio de Lisboa/PI. Processo nº 25235.002823/2011-16. Siafi nº 474347.",NULL
21320187,2018,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Contas Especial instaurado pela CEF, em razão da não consecução dos objetivos pactuados no Contrato de Repasse nº 313.905-53/2009 com o Município de Governador Archer/MA, tendo por objeto ""a transferência de recursos financeiros da União para a execução de Pavimentação asfáltica e drenagem superficial, no referido Município (Proc. nº 00190.000399/2017-95).",2020
22320174,2017,"Seproc Secretaria de Gestão de Processos","SeinfraRod Secretaria de Fiscalização de Infraestrutura Rodoviária e de Aviação Civil",5,"BR-070/MT - Obras de manutenção de trechos rodoviários (TC-011.518/2010-3)- Conforme Acórdão 996/2014-P - Contrato SR-MT 238/2009 - DNIT (Superintendência Regional em Mato Grosso) e Lince Construtora e Incorporadora Ltda. - Processo Dnit 50600.067681/2014-17",2021
22620157,2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",14,"Convênio nº 1.795/1999 (Siafi 390333), firmado entre a Fundação Nacional de Saúde-Funasa e o município de Caldas/MG.",NULL
22820150,2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"irregularidades na execução do Convênio 2.902/2006 (SIAFI 592957), celebrado entre a Fundação Nacional de Saúde-FUNASA e a Prefeitura de Riachão/PB, tendo por objeto a construção de Sistema de Abastecimento de Água",NULL
22920164,2016,"SEC-SP Secretaria do TCU no Estado de São Paulo","SEC-SP Secretaria do TCU no Estado de São Paulo",6,"TCE instaurada pelo Ministério do Turismo, em razão do desvio de finalidade na aplicação dos recursos transferidos, referente ao convênio nº733683/2010, celebrado com a Prefeitura Municipal de São Félix do Coribe/BA, (Gestão: 2009-2012), (Processo original: 72031.003349/2015-31).",2022
22920210,2021,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"TCE instaurada pelo(a) Secretaria Especial da Cultura em razão de Omissão no dever de prestar contas, Lei nº 8.313/1991 (Lei federal de Incentivo à Cultura/Rouanet), que teve por objeto Realização do Festival Nacional de Cinema de Saquarema, região dos Lagos no Estado do Rio de Janeiro. Com mostras competitivas de filmes: longa, media e curta-metragem. (nº da TCE no sistema: 1409/2020).",2022
23020154,2015,"SecexPrevi Secretaria de Controle Externo da Previdência, do Trabalho e da Assistência Social","SecexPrevi Secretaria de Controle Externo da Previdência, do Trabalho e da Assistência Social",5,"PROCESSO DE TOMADA DE CONTAS ESPECIAL 47101.000037/2012-13",NULL
23120169,2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"tomada de contas especial instaurada pelo Ministério do Turismo (MTur), em face da impugnação total das despesas, decorrente de irregularidades na execução física e financeira do Convênio 328/2006 (Siafi 565584), firmado entre o MTur e o munícipio de Abaíra-BA, tendo por objeto o incentivo ao turismo por meio da implementação do projeto intitulado ""Festa de São Pedro"", com vigência estipulada para o período de 30/6/2006 a 3/9/2006.",2021
23320161,2016,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",6,"TCE instaurada pelo Ministério das Cidades, em razão da Impugnação total de despesas, referente ao contrato de Repasse nº0274612-78/2008 celebrado com a Prefeitura Municipal de Itanagra/BA, (Processo original: 00190.018789/2015-50).",2018
23420150,2015,"SEC-AP Secretaria do TCU no Estado do Amapá","SEC-AP Secretaria do TCU no Estado do Amapá",10,"Programa Proteção Social Básica (PSB) e Programa Proteção Social Especial (PSE). Exercício: 2008",NULL
23420168,2016,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",6,"TCE instaurada pelo Ministério das Cidades, em razão da omissão no dever de prestar contas, referente ao contrato de repasse nº0202446-41/2006 celebrado com a Prefeitura Municipal de Itabela/BA, (Processo original: 00190.018788/2015-13).",2019
23820163,2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo Ministério das Cidades, em razão da omissão no dever de prestar contas, referente ao contrato de repasse nº0331576-56/2010 celebrado com a Prefeitura Municipal de Macarani/BA, (Gestões: 2009 ¿ 2012 e de 2013 em diante), (Processo original: 00190.017219/2015-42).",2020
24020168,2016,"SEC-MS Secretaria do TCU no Estado do Mato Grosso do Sul","SEC-MS Secretaria do TCU no Estado do Mato Grosso do Sul",6,"TCE instaurada pela Fundação Nacional de Saúde, em razão da omissão no dever de prestar contas, referente ao termo de Compromisso nº1459/2008, celebrado com a Prefeitura Municipal de Sobradinho/BA, (Gestão: 2009 ¿ 2012), (Processo original: 25130.001683/2015-52).",2018
24220160,2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"em decorrência da não execução do objeto pactuado, relativo ao contrato de repasse n°. 192.956-92/2006, celebrado entre a União Federal, por intermédio do Ministério das Cidades, representado pela Caixa Econômica Federal, e o Município de Nova Iguaçu/RJ para a melhoria das condições de habitabilidade de assentamento precário no bairro Nova Era.",2020
25020163,2016,"SEC-MS Secretaria do TCU no Estado do Mato Grosso do Sul","SEC-MS Secretaria do TCU no Estado do Mato Grosso do Sul",6,"TCE instaurada pela Fundação Nacional de Saúde, em razão da omissão no dever de prestar contas, referente ao termo de Compromisso nº071/2012, celebrado com a Prefeitura Municipal de Nova Redenção/BA, (Gestões: 2005-2008 e 2009 ¿ 2012), (Processo original: 25130.003263/2015-19).",2018
25620161,2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pela Fundação Nacional de Saúde, em razão da omissão no dever de prestar contas, referente ao termo de Compromisso nº0379/2007 - PAC, celebrado com a Prefeitura Municipal de Uruçuca/BA, (Gestões: 2009 ¿ 2012 e de 2013 em diante), (Processo original: 25130.002393/2015-26).",2020
25920160,2016,"SEC-TO Secretaria do TCU no Estado de Tocantins","SEC-TO Secretaria do TCU no Estado de Tocantins",2,"OMISSÃO DO DEVER DE PRESTAR CONTAS DOS RECURSOS REPASSADOS À PM DE PALMEIRANTE/TO, NA MODALIDADE FUNDO A FUNDO, À CONTA DO PNAE E PNATE, EXERC. DE 2010.",2019
26320150,2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",14,"Programa de Atenção Básica em Saúde - PAB/1999/2000/2001, firmado entre a Fundo Nacional de Saúde-FNS e o município de Caxambu/MG.",NULL
26320184,2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"Prejuízo causado por fraude na concessão/manutenção de benefícios previdenciários (Processo Administrativo Disciplinar - PAD nº 35069.000589/2009-53t)",2021
26620159,2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada por meio do Processo 25225.019053/2011-51, em função de dano apurado no âmbito do Convênio n. 1.869/2004, que tem como objeto a Execução de Sistema de Esgotamento Sanitário no Bairro José Campelo Salviano - Pedra/PE",NULL
26620167,2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"Ofício nº 522 AECI/MDS-2015 - TCE - Prefeitura Municipal de Paranhos/MS - Responsável: Heliomar Klabunde - CPF XXX.298.919-XX.",2021
27820211,2021,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",3,"TCE instaurada pelo(a) Secretaria-Executiva do Ministério da Ciência, Tecnologia e Inovações em razão de Prática de qualquer ato ilegal, ilegítimo ou antieconômico de que resulte dano ao erário, Gestão de bens, dinheiros ou valores públicos, Contratação de serviços de consultoria e assessoria técnicas especializadas necessárias à organização e à realização do 1ª Conferência Nacional de Comunicação - CONFECOM, que visa à elaboração de documento final estabelecedor de princípios e diretrizes norteadores destinadas a nortear a construção de políticas públicas para o setor de informações , nos termos e nas condições estabelecidas no Processo nº 53000.040994/2009-18, na Dispensa de Licitação nº 162/2009-MC e na proposta apresentada pela Contratada. (nº da TCE no sistema: 2541/2020).",2022
28320150,2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"Tomada de contas especial instaurada pela Caixa Econômica Federal contra a Sra. Silvana Weles de Oliveira por prejuízo causado por empregada pública.(Proc. 00190.004425/2014-10)",NULL
28420173,2017,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",8,"TCE CONTRA O SENHOR FRANCISCO VIEIRA COSTA, EX-PREFEITO MUNICIPAL DE QUITERIANÓPOLIS/CE, GESTÃO: 2009-2012, EM RAZÃO DA IMPUGNAÇÃO TOTAL DAS DESPESAS DO CONVÊNIO Nº 017/2007, SIAFI Nº 604340, FIRMADO COM A FUNDAÇÃO NACIONAL DE SAÚDE - FUNASA/MS. PROCESSO 25140.004980/2016-11. OFÍCIO 3471/2016-AECI/GM/MS.",2017
28520153,2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"Contra o Sr. Deusdete Lopes da Silva. Motivo: em razão da omissão no dever de prestar contas da 2ª parcela do Termo de Compromisso n° TC/PAC-992/2009-FUNASA, celebrado com a Prefeitura Municipal de Barro Duro/PI. Processo nº 25235.008353/2014-39. Siafi nº 658040.",NULL
28520188,2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",9,"TCE instaurada pela ECT, com fundamento em dano ao erário resultante de crime com a suposta participação de servidor da empresa.",2021
